Manufacturer,Manufacturer Color,Manufacturer Color Number,glueboss color name,Glue Boss Color Number,glueboss color volusion id,transparency,red,green,blue,transparency Rating,Text Color 0black 1white,Color Status
Caesarstone,Tahiti,435,Pudding,4606,154,88,45,39,18,3,1,Primary
Caesarstone,Warmth,101,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Caesarstone,Wild Oats,555,Latte,4312,138,100,165,144,113,4,0,Alternate
Caesarstone,Windsor,586,Natural,4214,147,89,255,255,255,3,0,Primary
Caesarstone,Alabaster,8028,Winter,4101,171,90,253,253,252,3,0,Primary
Caesarstone,Apache,2120,Misty,4220,145,84,231,234,224,2.5,0,Primary
Caesarstone,Cobblestone,5045,Latte,4312,138,100,165,144,113,4,0,Primary
Caesarstone,Dream Catcher,2001,Marble,4106,141,88,246,246,244,3.5,0,Alternate
Caesarstone,Greystone,1014,Pudding,4606,154,88,45,39,18,3,1,Alternate
Caesarstone,Latte,1007,Toffee,4318,166,100,136,107,84,2.5,1,Primary
Caesarstone,Mink,1020,Pudding,4606,154,88,45,39,18,3,1,Primary
Caesarstone,Mystic,1111,Fog,4200,133,88,250,250,248,2.5,0,Primary
Caesarstone,Opulence,5046,Mocha,4322,146,95,95,68,53,4,1,Primary
Caesarstone,Ore,5034,Latte,4312,138,100,165,144,113,4,0,Primary
Caesarstone,Pristine,1000,Marble,4106,141,88,246,246,244,3.5,0,Primary
Caesarstone,Sand Dollar,1011,Marble,4106,141,88,246,246,244,3.5,0,Primary
Caesarstone,Twilight,2100,Marble,4106,141,88,246,246,244,3.5,0,Alternate
Caesarstone,Absolute Noir,6100,Midnight,4532,143,100,0,0,0,4,1,Alternate
Caesarstone,Amazon Green,,,Call,,,,,,,0,
Caesarstone,Apple Martini,2710,Lime,4632,0,0,0,0,0,0,1,Primary
Caesarstone,Atlantic Salt,6270,Fog,4200,133,88,250,250,248,2.5,0,Primary
Caesarstone,Baja,3200,Beach,4230,112,100,208,186,148,3,0,Primary
Caesarstone,Basalt Black,6185,Midnight,4532,143,100,0,0,0,4,1,Primary
Caesarstone,Bedrock,6370,Mocha,4322,146,95,95,68,53,4,1,Primary
Caesarstone,Belgian Moon,4100,Midnight,4532,143,100,0,0,0,4,1,Primary
Caesarstone,Black Rocks,4170,Shale,4525,159,95,32,32,20,4.5,1,Primary
Caesarstone,Blizzard,2141,Glacier,4111,134,90,253,253,252,3,0,Primary
Caesarstone,Blue Ridge,,,Call,,,,,,,0,
Caesarstone,Buttermilk,4220,Flax,4627,0,0,0,0,0,0,1,Primary
Caesarstone,Carbone,7150,Shale,4525,159,95,32,32,20,4.5,1,Primary
Caesarstone,Carmel,9350,Caramel,4234,118,97,168,138,93,3.5,0,Primary
Caesarstone,Cement,,,Call,,,,,,,0,
Caesarstone,Champagne Limestone,2400,Earth,4628,0,0,0,0,0,0,1,Primary
Caesarstone,Charcoal,,,Call,,,,,,,0,
Caesarstone,Chocolate Truffle,6350,Caramel,4234,118,97,168,138,93,3.5,0,Primary
Caesarstone,Cinder,2020,Cream,4232,127,100,211,201,177,4,0,Primary
Caesarstone,Concrete,2003,Lava,4521,139,100,87,86,77,4.5,1,Primary
Caesarstone,Copper Abyss,,,Call,,,,,,,0,
Caesarstone,Copper Canyon,9480,Auburn,4330,111,100,71,58,57,5,1,Primary
Caesarstone,Crème Limestone,,,Call,,,,,,,0,
Caesarstone,Dakota Bluffs,,,Call,,,,,,,0,
Caesarstone,Dalmatian,,,Call,,,,,,,0,
Caesarstone,Deep Ocean,4550,Shale,4525,159,95,32,32,20,4.5,1,Primary
Caesarstone,Desert Limestone,2200,Flax,4627,0,0,0,0,0,0,1,Primary
Caesarstone,Dreamy Marfil,5220,,Call,,,,,,,0,
Caesarstone,Dusty Stones,,Pearl,4510,151,80,220,220,220,3.5,0,Primary
Caesarstone,Ebony Reflections,,,Call,,,,,,,0,
Caesarstone,Eggshell,3141,Glacier,4111,134,90,253,253,252,3,0,Primary
Caesarstone,Emperadoro,5380,,Call,,,,,,,0,
Caesarstone,Espresso,3380,Chocolate,4324,120,100,52,33,0,3,1,Primary
Caesarstone,Fair Lady,,,Call,,,,,,,0,
Caesarstone,Forest Green,,,Call,,,,,,,0,Alternate
Caesarstone,Free Spirit,,,Call,,,,,,,0,
Caesarstone,Frosty Carrina,5141,,Call,,,,,,,0,
Caesarstone,Ginger,4330,,Call,,,,,,,0,
Caesarstone,Glacier,,,Call,,,,,,,0,
Caesarstone,Gold Abyss,6120,Midnight,4532,143,100,0,0,0,4,1,Primary
Caesarstone,Haze,2030,Stone,4222,164,85,214,204,186,3,0,Primary
Caesarstone,Ice Snow,,,Call,,,,,,,0,
Caesarstone,Ivory,,,Call,,,,,,,0,
Caesarstone,Ivory Shimmer,,,Call,,,,,,,0,
Caesarstone,Jerusalem Sand,4250,Manilla,4231,140,100,232,215,175,0,0,Primary
Caesarstone,Jet Black,3100,,Call,,,,,,,0,
Caesarstone,Lagos Blue,4350,Mesa,4604,142,93,39,33,29,4,1,Primary
Caesarstone,Late Autumn,6380,Chocolate,4324,120,100,52,33,0,3,1,Primary
Caesarstone,Linen,2230,Cream,4232,127,100,211,201,177,4,0,Primary
Caesarstone,London Gray,5000,,Call,,,,,,,0,
Caesarstone,Maharaja,,,Call,,,,,,,0,
Cambria,Mangrove,,,Call,,,,,,,0,
Cambria,Marrone,7250,Mesa,4604,142,93,39,33,29,4,1,Primary
Cambria,Metallic Black,7185,Midnight,4532,143,100,0,0,0,4,1,Primary
Cambria,Metallic Brown,,,Call,,,,,,,0,
Cambria,Misty Carrera,4141,Fog,4200,133,88,250,250,248,2.5,0,Primary
Cambria,Mocha,2370,Sonora,4317,163,100,172,157,135,0,0,Primary
Cambria,Mojave Sunset,,,Call,,,,,,,0,
Cambria,Night Shadow,,,Call,,,,,,,0,
Cambria,Nougat,6600,Glacier,4111,134,90,253,253,252,3,0,Primary
Cambria,Ocean Foam,6141,,Call,,,,,,,0,
Cambria,Ocean Palace,,,Call,,,,,,,0,
Cambria,Organic White,4600,Glacier,4111,134,90,253,253,252,3,0,Primary
Cambria,Oyster,9601,Canvas,4112,117,100,234,237,227,3.5,0,Primary
Cambria,Pebble,4030,Pearl,4510,151,80,220,220,220,3.5,0,Primary
Cambria,Peppercorn,,,Call,,,,,,,0,
Cambria,Piatra Gray,5003,,Call,,,,,,,0,
Cambria,Pure White,1141,Winter,4101,171,90,253,253,252,3,0,Primary
Cambria,Quartz Reflections,7141,Fog,4200,133,88,250,250,248,2.5,0,Primary
Cambria,Queen Of Hearts,,,Call,,,,,,,0,
Cambria,Queen Of Sheba,,,Call,,,,,,,0,
Cambria,Raven,4120,Shale,4525,159,95,32,32,20,4.5,1,Primary
Cambria,Red Shimmer,3452,,Call,,,,,,,0,
Cambria,Rosemary,2740,Prairie,4516,153,90,137,139,123,3.5,0,Primary
Cambria,Ruby Reflections,7450,Ruby,4629,0,0,0,0,0,0,1,Primary
Cambria,Sage,,,Call,,,,,,,0,
Cambria,Salmon,,,Call,,,,,,,0,Alternate
Cambria,Sandy Beach,,,Call,,,,,,,0,
Cambria,Savannah,9205,Beach,4230,112,100,208,186,148,3,0,Primary
Cambria,Shitake,4230,Dune,4310,128,100,199,173,139,3.5,0,Alternate
Cambria,Sierra,9255,Manilla,4231,140,100,232,215,175,0,0,Primary
Cambria,Silver Spell,,,Call,,,,,,,0,
Cambria,Smokey Ash,6140,Clear,4000,121,50,253,253,252,1,0,Primary
Cambria,Smokey Ash,6140,Shale,4525,159,95,32,32,20,4.5,1,Primary
Cambria,Spring Blossom,7200,Marble,4106,141,88,246,246,244,3.5,0,Primary
Cambria,Starry Night,7080,Shale,4525,159,95,32,32,20,4.5,1,Primary
Cambria,Swan Lake,,,Call,,,,,,,0,
Cambria,Urban,,,Call,,,,,,,0,
Cambria,Verde,,,Call,,,,,,,0,
Cambria,White Shimmer,,,Call,,,,,,,0,
Cambria,White Ash,9260,Beige,4228,113,100,211,189,151,3,0,Primary
Cambria,White Sands,,,Call,,,,,,,0,
Cambria,Wild Rice,4360,Mesa,4604,142,93,39,33,29,4,1,Primary
Cambria,Wild Rocks,6250,Lava,4521,139,100,87,86,77,4.5,1,Primary
Cambria,Aberdeen,,,Call,,,,,,,0,
Cambria,Aragon,,Beach,4230,112,100,208,186,148,3,0,Primary
Cambria,Armitage,,,Call,,,,,,,0,
Cambria,Ashford,,Mocha,4322,146,95,95,68,53,4,1,Primary
Cambria,Bala Blue,,Cobalt,4607,0,0,0,0,0,0,1,Primary
Cambria,Bala Blue,,Ice,4218,136,8,231,234,224,1.5,0,Alternate
Cambria,Bellingham,,,Call,,,,,,,0,
Cambria,Berkeley,,Dune,4310,128,100,199,173,139,3.5,0,Primary
Cambria,Blackwood,,Midnight,4532,143,100,0,0,0,4,1,Alternate
Cambria,Bradford,,Lava,4521,139,100,87,86,77,4.5,1,Primary
Cambria,Bradshaw,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Cambria,Braemar,,,Call,,,,,,,0,
Cambria,Brecon Brown,,Caramel,4234,118,97,168,138,93,3.5,0,Alternate
Cambria,Brentwood,,Pewter,4518,152,90,146,136,119,3.5,0,Alternate
Cambria,Bristol Blue,,Lava,4521,139,100,87,86,77,4.5,1,Alternate
Cambria,Brownhill,,,Call,,,,,,,0,
Cambria,Buckingham,,,Call,,,,,,,0,
Cambria,Burnbury,,Auburn,4330,111,100,71,58,57,5,1,Primary
Cambria,Burton Brown,,Caramel,4234,118,97,168,138,93,3.5,0,Primary
Cambria,Caerphilly Green,,Midnight,4532,143,100,0,0,0,4,1,Primary
Cambria,Cambrian Black,,Midnight,4532,143,100,0,0,0,4,1,Primary
Cambria,Cambrian Gold,,Beach,4230,112,100,208,186,148,3,0,Primary
Cambria,Canterbury,,Caramel,4234,118,97,168,138,93,3.5,0,Alternate
Cambria,Cardiff Cream,,,Call,,,,,,,0,
Cambria,Carlisle Grey,,Cream,4232,127,100,211,201,177,4,0,Primary
Cambria,Carmarthen Brown,,Auburn,4330,111,100,71,58,57,5,1,Primary
Cambria,Castell,,Slate,4512,160,99,154,140,125,2.5,0,Primary
Cambria,Charston,,Midnight,4532,143,100,0,0,0,4,1,Primary
Cambria,Chatham,,Mocha,4322,146,95,95,68,53,4,1,Primary
Cambria,Cherrybrook,,Mocha,4322,146,95,95,68,53,4,1,Primary
Cambria,Clyde,,Caramel,4234,118,97,168,138,93,3.5,0,Primary
Cambria,Collybrook,,Mesa,4604,142,93,39,33,29,4,1,Primary
Cambria,Coswell Cream,,Flax,4627,0,0,0,0,0,0,1,Primary
Cambria,Cranbrook,,Fawn,4316,131,100,148,125,96,3,0,Primary
Cambria,Cuddington,,Canvas,4112,117,100,234,237,227,3.5,0,Primary
Cambria,Darlington,,,Call,,,,,,,0,
Cambria,Devon,,Mesa,4604,142,93,39,33,29,4,1,Primary
Cambria,Dovedale,,Glacier,4111,134,90,253,253,252,3,0,Primary
Cambria,Dover,,Dune,4310,128,100,199,173,139,3.5,0,Alternate
Cambria,Durham,,Shale,4525,159,95,32,32,20,4.5,1,Primary
Cambria,Edinburough,,Midnight,4532,143,100,0,0,0,4,1,Primary
Cambria,Ferndale,,Prairie,4516,153,90,137,139,123,3.5,0,Primary
Cambria,Fieldstone,,Lava,4521,139,100,87,86,77,4.5,1,Primary
Cambria,Flint Black,,Midnight,4532,143,100,0,0,0,4,1,Alternate
Cambria,Greystone,,Pewter,4518,152,90,146,136,119,3.5,0,Primary
Cambria,Halstead,,Mesa,4604,142,93,39,33,29,4,1,Primary
Cambria,Hamilton,,,Call,,,,,,,0,
Cambria,Hazelford,,Cocoa,4323,124,100,45,26,15,0,1,Primary
Cambria,Henley,,Shale,4525,159,95,32,32,20,4.5,1,Primary
Cambria,Hollinsbrook,,,Call,,,,,,,0,
Cambria,Hyde Park,,Khaki,4236,137,98,164,145,104,4,0,Primary
Cambria,Kensington,,Shale,4525,159,95,32,32,20,4.5,1,Primary
Cambria,Kingston,,Mesa,4604,142,93,39,33,29,4,1,Primary
Cambria,Lancaster,,Cream,4232,127,100,211,201,177,4,0,Primary
Cambria,Laneshaw,,,Call,,,,,,,0,
Cambria,Lincolnshire,,Caramel,4234,118,97,168,138,93,3.5,0,Primary
Cambria,Linwood,,Caramel,4234,118,97,168,138,93,3.5,0,Primary
Cambria,Minera,,,Call,,,,,,,0,
Corian,New Brighton,,Ice,4218,136,8,231,234,224,1.5,0,Primary
Corian,New Castle,,Sand,4216,157,95,255,244,233,2.5,0,Alternate
Corian,New Haven,,Sonora,4317,163,100,172,157,135,0,0,Primary
Corian,New Quay,,,Call,,,,,,,0,
Corian,Newport,,,Call,,,,,,,0,
Corian,Nottingham,,Shale,4525,159,95,32,32,20,4.5,1,Primary
Corian,Oakhampton,,Chocolate,4324,120,100,52,33,0,3,1,Primary
Corian,Oxford,,Mocha,4322,146,95,95,68,53,4,1,Primary
Corian,Oxwich Green,,Shale,4525,159,95,32,32,20,4.5,1,Primary
Corian,Park Gate,,Pudding,4606,154,88,45,39,18,3,1,Alternate
Corian,Parys,,Thunder,4522,165,100,82,82,82,4.5,1,Primary
Corian,Praa Sands,,,Call,,,,,,,0,
Corian,Preston,,Ice,4218,136,8,231,234,224,1.5,0,Alternate
Corian,Reading,,Mocha,4322,146,95,95,68,53,4,1,Primary
Corian,Rosslyn,,,Call,,,,,,,0,
Corian,Sanford,,Manilla,4231,140,100,232,215,175,0,0,Primary
Corian,Sharpham,,,Call,,,,,,,0,
Corian,Sheffield,,Lava,4521,139,100,87,86,77,4.5,1,Primary
Corian,Shirebrook,,,Call,,,,,,,0,
Corian,Snowdon,,Marble,4106,141,88,246,246,244,3.5,0,Alternate
Corian,Somerset,,Hazel,4432,135,92,100,61,37,0,1,Alternate
Corian,Southampton,,Shale,4525,159,95,32,32,20,4.5,1,Primary
Corian,Stafford Brown,,,Call,,,,,,,0,
Corian,Sussex,,,Call,,,,,,,0,
Corian,Sutton,,Beach,4230,112,100,208,186,148,3,0,Primary
Corian,Talbot Grey,,Pearl,4510,151,80,220,220,220,3.5,0,Primary
Corian,Templeton,,Snow,4108,162,100,243,246,236,0,0,Alternate
Corian,Tenby Cream,,Beach,4230,112,100,208,186,148,3,0,Primary
Corian,Torquay,,,Call,,,,,,,0,
Corian,Victoria,,Beach,4230,112,100,208,186,148,3,0,Primary
Corian,Waterford,,Shale,4525,159,95,32,32,20,4.5,1,Primary
Corian,Waverton,,Fog,4200,133,88,250,250,248,2.5,0,Primary
Corian,Wellington,,,Call,,,,,,,0,
Corian,Welshpool Black,,Midnight,4532,143,100,0,0,0,4,1,Primary
Corian,Westminster,,,Call,,,,,,,0,
Corian,Whitecliff,,Glacier,4111,134,90,253,253,252,3,0,Primary
Corian,Whitehall,,,Call,,,,,,,0,
Corian,Whitney,,Marble,4106,141,88,246,246,244,3.5,0,Primary
Corian,Williston,,Lava,4521,139,100,87,86,77,4.5,1,Primary
Corian,Wilshire Red,,Midnight,4532,143,100,0,0,0,4,1,Primary
Corian,Winchester,,Caramel,4234,118,97,168,138,93,3.5,0,Primary
Corian,Windermere,,,Call,,,,,,,0,
Corian,Windsor,,Fawn,4316,131,100,148,125,96,3,0,Primary
Corian,Yorkshire,,Flax,4627,0,0,0,0,0,0,1,Primary
Corian,Abalone,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Acadia,,,Call,,,,,,,0,
Corian,Acorn,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Acorn,,Latte,4312,138,100,165,144,113,4,0,Alternate
Corian,Adobe,,Adobe,4608,0,0,0,0,0,0,1,Primary
Corian,Adobe,,Misty,4220,145,84,231,234,224,2.5,0,Alternate
Corian,Allspice,,Mocha,4322,146,95,95,68,53,4,1,Primary
Corian,Aloe Vera,,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Corian,Aloe Vera,,Pearl,4510,151,80,220,220,220,3.5,0,Primary
Corian,Antarctica,,Cloud,4118,122,98,250,250,248,3.5,0,Primary
Corian,Antarctica,,Fog,4200,133,88,250,250,248,2.5,0,Primary
Corian,Anthracite,,Roast,4332,155,92,53,48,43,4.5,1,Primary
Corian,Anthracite,,Shale,4525,159,95,32,32,20,4.5,1,Primary
Corian,Aqua,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Corian,Aqualite,,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Corian,Aqualite,,Pewter,4518,152,90,146,136,119,3.5,0,Primary
Corian,Arctic Blueberry,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Corian,Arctic Ice,,Satin,4110,158,100,239,242,232,2.5,0,Primary
Corian,Arctic Ice,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Arctic Lime,,Misty,4220,145,84,231,234,224,2.5,0,Alternate
Corian,Arctic Mint,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Corian,Arctic Strawberry,,Misty,4220,145,84,231,234,224,2.5,0,Alternate
Corian,Arrowroot,,Cloud,4118,122,98,250,250,248,3.5,0,Primary
Corian,Arrowroot,,Fog,4200,133,88,250,250,248,2.5,0,Primary
Corian,Aruba,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Corian,Aruba,,Pewter,4518,152,90,146,136,119,3.5,0,Primary
Corian,Atlantis,,Ice,4218,136,8,231,234,224,1.5,0,Primary
Corian,Atlantis,,Cobalt,4607,0,0,0,0,0,0,1,Primary
Corian,Aubergine,,Pudding,4606,154,88,45,39,18,3,1,Primary
Corian,Aubergine,,Ice,4218,136,8,231,234,224,1.5,0,Alternate
Corian,Aurora,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Aurora,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Aztec Gold,,Fog,4200,133,88,250,250,248,2.5,0,Primary
Corian,Aztec Gold,,Gold,4609,0,0,0,0,0,0,1,Primary
Corian,Azure,,Clear,4000,121,50,253,253,252,1,0,Primary
Corian,Azure,,Ocean,4614,0,0,0,0,0,0,1,Primary
Corian,Azurite,,Misty,4220,145,84,231,234,224,2.5,0,Alternate
Corian,Basil,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Basil,,Hazel,4432,135,92,100,61,37,0,1,Primary
Corian,Beach,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Beach,,Sand,4216,157,95,255,244,233,2.5,0,Primary
Corian,Beach Glass,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Bedford Marble,,,Call,,,,,,,0,
Corian,Beige Fieldstone,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Beige Fieldstone,,Sand,4216,157,95,255,244,233,2.5,0,Alternate
Corian,Bethany,,Dune,4310,128,100,199,173,139,3.5,0,Primary
Corian,Bisque,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Black Quartz,,Coal,4530,123,72,0,0,0,1.5,1,Primary
Corian,Black Quartz,,Midnight,4532,143,100,0,0,0,4,1,Primary
Corian,Blackberry Ice,,Roast,4332,155,92,53,48,43,4.5,1,Primary
Corian,Blackberry Ice,,Shale,4525,159,95,32,32,20,4.5,1,Primary
Corian,Blizzard,,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Corian,Blizzard,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Blue Crush,,,Call,,,,,,,0,Alternate
Corian,Blue Pebble,,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Corian,Blue Pebble,,Pearl,4510,151,80,220,220,220,3.5,0,Primary
Corian,Blue Ridge,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Corian,Blue Spice,,Ice,4218,136,8,231,234,224,1.5,0,Primary
Corian,Blue Spice,,Shale,4525,159,95,32,32,20,4.5,1,Primary
Corian,Blueberry Ice,,Misty,4220,145,84,231,234,224,2.5,0,Alternate
Corian,Bone,,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Corian,Bone,,Buff,4210,114,86,246,241,208,2.5,0,Primary
Corian,Bronze Patina,,Ice,4218,136,8,231,234,224,1.5,0,Primary
Corian,Bronze Patina,,Roast,4332,155,92,53,48,43,4.5,1,Primary
Corian,Bronzite,,Ice,4218,136,8,231,234,224,1.5,0,Alternate
Corian,Bronzite,,Pudding,4606,154,88,45,39,18,3,1,Alternate
Corian,Burled Beach,,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Corian,Burled Beach,,Beach,4230,112,100,208,186,148,3,0,Primary
Corian,Burnt Amber,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Corian,Burnt Amber,,Mesa,4604,142,93,39,33,29,4,1,Primary
Corian,Butter Cream,,Snow,4108,162,100,243,246,236,0,0,Primary
Corian,Butter Cream,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Camel,,Fog,4200,133,88,250,250,248,2.5,0,Primary
Corian,Camel,,Camel,4610,0,0,0,0,0,0,1,Primary
Corian,Cameo White,,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Corian,Canvas,,Stone,4222,164,85,214,204,186,3,0,Primary
Corian,Canvas,,Fog,4200,133,88,250,250,248,2.5,0,Primary
Corian,Canyon,,Mocha,4322,146,95,95,68,53,4,1,Primary
Corian,Carribean,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Chamois,,Dune,4310,128,100,199,173,139,3.5,0,Alternate
Corian,Champagne,,,Call,,,,,,,0,
Corian,Cilantro,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Cilantro,,Misty,4220,145,84,231,234,224,2.5,0,Alternate
Corian,Cinnabar,,Rust,4424,156,91,118,62,31,4,1,Primary
Corian,Cirrus White,,Chalk,4100,119,100,253,253,252,4,0,Primary
Corian,Cirrus White,,Bright,4102,0,0,0,0,0,0,1,Alternate
Corian,Clam Shell,,Stone,4222,164,85,214,204,186,3,0,Primary
Corian,Clam Shell,,Fog,4200,133,88,250,250,248,2.5,0,Primary
Corian,Clove,,Rust,4424,156,91,118,62,31,4,1,Primary
Corian,Clove,,Clove,4611,0,0,0,0,0,0,1,Primary
Corian,Cobalt,,Clear,4000,121,50,253,253,252,1,0,Primary
Corian,Cobalt,,Ocean,4614,0,0,0,0,0,0,1,Primary
Corian,Cocoa Brown,,Ice,4218,136,8,231,234,224,1.5,0,Primary
Corian,Cocoa Brown,,Auburn,4330,111,100,71,58,57,5,1,Primary
Corian,Concrete,,Cream,4232,127,100,211,201,177,4,0,Primary
Corian,Copperite,,Clove,4611,0,0,0,0,0,0,1,Primary
Corian,Copperite,,Rust,4424,156,91,118,62,31,4,1,Alternate
Corian,Cottage Lane,,Fog,4200,133,88,250,250,248,2.5,0,Primary
Corian,Cottage Lane,,Stone,4222,164,85,214,204,186,3,0,Primary
Corian,Deep Sea,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Corian,Deep Sea,,Thunder,4522,165,100,82,82,82,4.5,1,Primary
Corian,Delta Sand,,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Corian,Delta Sand,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Desert,,Fawn,4316,131,100,148,125,96,3,0,Primary
Corian,Desert,,Toffee,4318,166,100,136,107,84,2.5,1,Primary
Corian,Desert Springs,,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Corian,Desert Springs,,Canvas,4112,117,100,234,237,227,3.5,0,Alternate
Corian,Designer White,,Chalk,4100,119,100,253,253,252,4,0,Primary
Corian,Designer White,,Chalk,4100,119,100,253,253,252,4,0,Primary
Corian,Doeskin,,Fawn,4316,131,100,148,125,96,3,0,Primary
Corian,Doeskin,,Sonora,4317,163,100,172,157,135,0,0,Primary
Corian,Dove,,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Corian,Dove,,Pearl,4510,151,80,220,220,220,3.5,0,Primary
Corian,Dusk,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Dusk,,Pearl,4510,151,80,220,220,220,3.5,0,Alternate
Corian,Earth,,Chocolate,4324,120,100,52,33,0,3,1,Primary
Corian,Eclipse,,Pearl,4510,151,80,220,220,220,3.5,0,Primary
Corian,Eclipse,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Ecru,,Glacier,4111,134,90,253,253,252,3,0,Primary
Corian,Ecru,,Marble,4106,141,88,246,246,244,3.5,0,Alternate
Corian,Egyptian Copper,,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Corian,Egyptian Copper,,Copper,4418,125,91,143,89,34,0,1,Primary
Corian,Elderberry,,Cobalt,4607,0,0,0,0,0,0,1,Primary
Corian,Elderberry,,Ocean,4614,0,0,0,0,0,0,1,Primary
Corian,Emerald,,Clear,4000,121,50,253,253,252,1,0,Primary
Corian,Emerald,,Ice,4218,136,8,231,234,224,1.5,0,Primary
Corian,Everest,,Fog,4200,133,88,250,250,248,2.5,0,Primary
Corian,Evergreen,,Misty,4220,145,84,231,234,224,2.5,0,Alternate
Corian,Fawn,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Fawn,,Willow,4314,170,100,183,171,143,0,0,Primary
Corian,Festival,,Canvas,4112,117,100,234,237,227,3.5,0,Primary
Corian,Festival,,Fog,4200,133,88,250,250,248,2.5,0,Primary
Corian,Flint,,Thunder,4522,165,100,82,82,82,4.5,1,Primary
Corian,Flint,,Ice,4218,136,8,231,234,224,1.5,0,Alternate
Corian,Fossil,,Canvas,4112,117,100,234,237,227,3.5,0,Primary
Corian,Fossil,,Cloud,4118,122,98,250,250,248,3.5,0,Primary
Corian,Glacier Ice,,Snow,4108,162,100,243,246,236,0,0,Primary
Corian,Glacier Ice,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Glacier White,,Glacier,4111,134,90,253,253,252,3,0,Primary
Corian,Gobi,,Caramel,4234,118,97,168,138,93,3.5,0,Primary
Corian,Granola,,Natural,4214,147,89,255,255,255,3,0,Primary
Corian,Granola,,Dune,4310,128,100,199,173,139,3.5,0,Primary
Corian,Graphite Blue,,Ice,4218,136,8,231,234,224,1.5,0,Primary
Corian,Graphite Blue,,Ocean,4614,0,0,0,0,0,0,1,Primary
Corian,Gravel,,Shale,4525,159,95,32,32,20,4.5,1,Primary
Corian,Gray Fieldstone,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Corian,Gray Fieldstone,,Pewter,4518,152,90,146,136,119,3.5,0,Alternate
Corian,Graylite,,Lava,4521,139,100,87,86,77,4.5,1,Primary
Corian,Graylite,,Ice,4218,136,8,231,234,224,1.5,0,Alternate
Corian,Green Tea,,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Corian,Green Tea,,Snow,4108,162,100,243,246,236,0,0,Alternate
Corian,Hazelnut,,Misty,4220,145,84,231,234,224,2.5,0,Alternate
Corian,Hickory Smoke,,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Corian,Hickory Smoke,,Gold,4609,0,0,0,0,0,0,1,Primary
Corian,Hot,,Hot,4617,0,0,0,0,0,0,1,Primary
Corian,Jasmine,,Newport,4116,148,90,228,228,228,0,0,Primary
Corian,Jasmine,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Corian,Juniper,,Misty,4220,145,84,231,234,224,2.5,0,Alternate
Corian,Juniper,,Slate,4512,160,99,154,140,125,2.5,0,Alternate
Dekton,Kilimanjaro,,,Call,,,,,,,0,Alternate
Dekton,Kiwi,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Dekton,Kiwi,,Kiwi,4620,0,0,0,0,0,0,1,Primary
Dekton,Laurel Branch,,,Call,,,,,,,0,
Dekton,Lava Rock,,Lava,4521,139,100,87,86,77,4.5,1,Primary
Dekton,Lava Rock,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Dekton,Lavendar,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Dekton,Lilac,,Lilac,4618,0,0,0,0,0,0,1,Primary
Dekton,Lilac,,Misty,4220,145,84,231,234,224,2.5,0,Alternate
